mapped_class,length,width,area,perimeter,aspect_ratio,solidity,circularity,convex_hull_area
Class A,277,346,31589.5,1121.66817009449,1.2490974729241877,0.7216333523700742,0.3155177701937678,43775.0
Class A,233,565,27543.5,1458.6387346982956,2.424892703862661,0.65532952652867,0.16267975344842947,42030.0
Class A,237,572,32058.5,1461.2661480903625,2.413502109704641,0.6995701130362676,0.18866633593656212,45826.0
Class A,559,235,31549.5,1439.3250237703323,0.4203935599284436,0.7059554043924324,0.19137473084697273,44690.5
Class A,321,394,34705.5,1247.0062650442123,1.2274143302180685,0.7481891087828224,0.2804599800726309,46386.0
Class A,319,379,32304.5,1222.0356994867325,1.188087774294671,0.7362681192451455,0.2718348296102887,43876.0
Class A,378,319,31651.0,1217.106768488884,0.843915343915344,0.7437931074999706,0.26849731356367423,42553.5
Class A,355,144,31307.5,1071.928056359291,0.4056338028169014,0.7123921996950873,0.34239465537458674,43947.0
Class A,160,355,35581.5,1090.555470943451,2.21875,0.7288080046700737,0.3759573632026317,48821.5
Class A,160,355,35600.0,1090.7981141805649,2.21875,0.7279270437165174,0.37598550741314346,48906.0
Class A,281,494,28643.5,1375.0062621831894,1.7580071174377223,0.6801904490513168,0.19038231172782702,42111.0
Class A,282,495,35057.0,1401.3910410404205,1.7553191489361701,0.7256074843730596,0.22431893744732445,48314.0
Class A,495,284,34110.5,1398.177836894989,0.5737373737373738,0.697713187015484,0.21926692300314393,48889.0
Class A,293,354,33734.5,1183.869180560112,1.2081911262798635,0.6899799558209933,0.30246610378995803,48892.0
Class A,293,355,31307.0,1182.9402477741241,1.21160409556314,0.6937224401161116,0.28114198105217986,45129.0
Class A,355,293,31742.5,1278.2955874204636,0.8253521126760563,0.7092503630879231,0.2441115974628563,44755.0
Class A,349,216,32113.0,1084.3960921764374,0.6189111747851003,0.7192402880275933,0.3431743783330214,44648.5
Class A,350,216,32512.0,1083.7097982168198,0.6171428571428571,0.7247113369889885,0.34787846915623244,44862.0
Class A,215,350,32169.0,1077.3666558265686,1.627906976744186,0.7220956464157847,0.3482734471128531,44549.5
Class A,148,350,31871.0,1058.999124288559,2.364864864864865,0.7190380038127898,0.35712014757361105,44324.5
Class A,351,147,31191.0,1056.9991241693497,0.4188034188034188,0.7123184434091532,0.35082449425854223,43788.0
Class A,350,146,31328.0,1054.8569892644882,0.41714285714285715,0.7197454424316221,0.3537979927254959,43526.5
Class A,319,404,33821.5,1262.0357003211975,1.2664576802507836,0.718818741166594,0.2668452325862624,47051.5
Class A,319,389,32022.0,1236.6214884519577,1.219435736677116,0.7153116727910379,0.26313870891775987,44766.5
Class A,390,319,31744.0,1235.4499156475067,0.8179487179487179,0.7077183751727828,0.26134923087479184,44854.0
Class A,354,266,31211.0,1146.7392357587814,0.751412429378531,0.7111754184088501,0.2982553230184312,43886.5
Class A,264,357,31224.0,1140.1118208169937,1.3522727272727273,0.7045205834903372,0.3018585664860534,44319.5
Class A,264,358,31219.0,1137.9108120203018,1.356060606060606,0.7029010796023821,0.3029789134942976,44414.5
Class A,356,265,31271.5,1137.869181752205,0.7443820224719101,0.707716157649961,0.30351063086338714,44186.5
Class A,355,266,31580.5,1150.8397434949875,0.7492957746478873,0.713256467877994,0.29963956825719384,44276.5
Class A,356,267,31622.5,1144.3544619083405,0.75,0.7086274509803921,0.30344845503210927,44625.0
Class A,290,477,32619.5,1368.8052530288696,1.6448275862068966,0.6959940257107804,0.21877809547986643,46867.5
Class A,477,292,34640.0,1371.6753093004227,0.6121593291404612,0.7093926951393085,0.23135831088333111,48830.5
Class A,291,477,31858.5,1344.6631191968918,1.6391752577319587,0.7206256573813321,0.2214155923614805,44209.5
Class A,336,240,30383.5,1059.040753364563,0.7142857142857143,0.7343266627996906,0.34042568437618465,41376.0
Class A,342,261,34060.5,1096.6387342214584,0.7631578947368421,0.7461880559085133,0.3559046974185812,45646.0
Class A,259,342,33489.0,1099.5676658153534,1.3204633204633205,0.7398349736554329,0.3480712258201993,45265.5
Class A,353,184,31373.5,1068.4133359193802,0.5212464589235127,0.7323412698412698,0.3453776534007488,42840.0
Class A,185,355,32341.0,1049.2001336812973,1.9189189189189189,0.7482272374981203,0.3691871988117512,43223.5
Class A,185,354,30846.5,1075.7270458936691,1.9135135135135135,0.71479220011818,0.33497437260730456,43154.5
Class A,181,355,30688.5,1078.8986164331436,1.9613259668508287,0.7189359508972497,0.3313021491069147,42686.0
Class A,353,184,34313.0,1118.9402500391006,0.5212464589235127,0.7229116190877488,0.344393353636082,47465.0
Class A,181,353,31156.5,1057.5849108695984,1.9502762430939227,0.7312273372683854,0.35004835175332477,42608.5
Class A,158,348,34670.0,1092.7981126308441,2.2025316455696204,0.7183780031702288,0.36482436324818657,48261.5
Class A,347,150,31109.5,1056.7564814090729,0.4322766570605187,0.711773857734459,0.3500685169964327,43707.0
Class A,152,347,31673.5,1085.5260337591171,2.2828947368421053,0.7010280756504321,0.3377733909319624,45181.5
Class A,384,320,33837.5,1231.0651392936707,0.8333333333333334,0.6892039147393398,0.2805731229297681,49096.5
Class A,318,384,32353.5,1225.6925576925278,1.2075471698113207,0.7033598921703968,0.2706250757843804,45998.5
Class A,384,319,33849.5,1228.72199344635,0.8307291666666666,0.7104150270213547,0.28174411803685473,47647.5
Class A,314,426,30924.0,1299.3910380601883,1.356687898089172,0.7039541077648023,0.23015785129826674,43929.0
Class A,427,315,31070.5,1360.403230547905,0.7377049180327869,0.6938167120718146,0.2109710172915481,44782.0
Class A,313,426,30724.0,1294.219467163086,1.3610223642172523,0.7066887478148863,0.23050044300113245,43476.0
Class A,516,274,31076.5,1403.2072758674622,0.5310077519379846,0.6858186392426014,0.1983345195685537,45313.0
Class A,503,273,32092.0,1353.3077795505524,0.5427435387673957,0.7125222024866785,0.22019806120227756,45040.0
Class A,505,273,31986.0,1355.3077790737152,0.5405940594059406,0.7110449154708844,0.21882348724321235,44984.5
Class A,335,367,36179.0,1233.7930582761765,1.0955223880597016,0.7335935519845896,0.29866324387796994,49317.5
Class A,335,367,36264.5,1233.3494095802307,1.0955223880597016,0.737248165240196,0.29958447071570793,49189.0
Class A,336,366,32220.0,1279.0478925704956,1.0892857142857142,0.7001075584237801,0.24749235441451256,46021.5
Class A,348,334,30762.5,1197.5504224300385,0.9597701149425287,0.7102207138569515,0.2695528165774466,43314.0
Class A,312,347,35131.0,1177.5676673650742,1.1121794871794872,0.7461107984411337,0.3183674293786594,47085.5
Class A,312,335,34737.5,1109.8103059530258,1.0737179487179487,0.7890492793785279,0.35441403910497155,44024.5
Class A,325,380,32977.0,1212.1362054347992,1.1692307692307693,0.7139578687566304,0.2820448417608499,46189.0
Class A,324,379,32997.0,1213.5087913274765,1.1697530864197532,0.7130940289153502,0.2815778359681902,46273.0
Class A,325,380,33559.0,1200.9646327495575,1.1692307692307693,0.7255372508323604,0.29238725569611496,46254.0
Class A,370,322,31862.5,1198.7219913005829,0.8702702702702703,0.7077488643809905,0.2786459703637889,45019.5
Class A,370,322,32047.0,1188.9646328687668,0.8702702702702703,0.7149518115295378,0.2848783019087249,44824.0
Class A,322,370,31863.0,1195.7930617332458,1.1490683229813665,0.7139288154961293,0.28001704560427476,44630.5
Class A,349,185,34274.5,1076.5554749965668,0.5300859598853869,0.7307995735607676,0.37162777405284136,46900.0
Class A,349,183,34162.5,1056.4133381843567,0.5243553008595988,0.7308971876638033,0.3846730463984226,46740.5
Class A,349,185,34484.5,1064.8986189365387,0.5300859598853869,0.7358812671382692,0.38213539860039286,46861.5
Class A,315,411,28596.0,1281.7930583953857,1.3047619047619048,0.6417414721723519,0.2187153791027488,44560.0
Class A,316,409,31520.5,1282.1778357028961,1.2943037974683544,0.6978347982023069,0.24093862722139125,45169.0
Class A,409,316,31696.5,1245.6925555467606,0.7726161369193154,0.706974617477807,0.2566843762353861,44834.0
Class A,409,314,31909.0,1249.994068980217,0.7677261613691931,0.7095461519645994,0.2566298400743714,44971.0
Class A,315,409,31970.5,1245.0651378631592,1.2984126984126985,0.7083776477887087,0.2591642818161092,45132.0
Class A,315,410,29634.5,1305.9768251180649,1.3015873015873016,0.6618241507917011,0.21834161959628012,44777.0
Class A,324,387,33411.0,1219.7930587530136,1.1944444444444444,0.7201267350633676,0.28218051585216264,46396.0
Class A,324,388,33683.0,1215.4499188661575,1.1975308641975309,0.7292349992963769,0.2865144245421877,46189.5
Class A,324,388,33210.5,1221.207276582718,1.1975308641975309,0.715728109307989,0.27983788605643267,46401.0
Class A,386,324,32379.0,1245.7341846227646,0.8393782383419689,0.7284528335845576,0.2621938684948498,44449.0
Class A,385,324,32710.0,1256.5626137256622,0.8415584415584415,0.7224977083724474,0.26032875414108425,45273.5
Class A,324,401,36897.5,1276.3199741840363,1.2376543209876543,0.7346952998217895,0.28463458825316174,50221.5
Class A,168,348,28510.0,904.3473217487335,2.0714285714285716,0.8212233376060375,0.43806299476592736,34716.5
Class A,238,347,31608.0,1059.9696872234344,1.4579831932773109,0.7327267458707621,0.35352488488253503,43137.5
Class A,236,347,31351.5,1065.241763472557,1.4703389830508475,0.7265953625270867,0.34719368598184613,43148.5
Class A,164,351,31248.0,1045.5432801246643,2.1402439024390243,0.7233417053438118,0.3592097033643015,43199.5
Class A,167,350,30166.5,1068.2712029218674,2.095808383233533,0.7021752033797702,0.33217867334717893,42961.5
Class A,165,351,30944.0,1047.2590090036392,2.1272727272727274,0.7198874012725517,0.354550503392693,42984.5
Class A,165,349,29754.0,1062.0285623073578,2.1151515151515152,0.6987623587985252,0.3314994628067435,42581.0
Class A,166,350,31908.0,1044.714855313301,2.108433734939759,0.7380302539667855,0.3673786441475804,43234.0
Class A,166,351,31701.5,1076.0701916217804,2.1144578313253013,0.7128417880913833,0.3440396314436841,44472.0
Class A,352,171,35160.5,1107.4671586751938,0.48579545454545453,0.7248018470228095,0.3602493398960656,48510.5
Class A,169,352,34957.5,1105.325023174286,2.0828402366863905,0.7272736729322917,0.3595590516687864,48066.5
Class A,149,352,31168.0,1104.9402469396591,2.3624161073825505,0.7037890078128528,0.32080506282769555,44286.0
Class A,628,87,32875.5,1626.707712650299,0.13853503184713375,0.7216344359812982,0.15612166675134317,45557.0
Class A,628,87,33215.5,1618.0802956819534,0.13853503184713375,0.7227438394168525,0.15942283205722682,45957.5
Class A,87,629,32503.5,1604.9087227582932,7.2298850574712645,0.7093271937673221,0.1585766787593018,45823.0
Class A,622,102,32071.5,1615.3351279497147,0.1639871382636656,0.6882886943085244,0.15445567204454644,46596.0
Class A,623,99,31743.0,1570.950352549553,0.15890850722311398,0.692368093877462,0.16163407159040444,45847.0
Class A,621,97,31796.0,1565.7787796258926,0.15619967793880837,0.6980767541933784,0.16297520891832737,45548.0
Class A,631,105,31329.0,1593.1513639688492,0.1664025356576862,0.7054571656965289,0.1551108998422581,44409.5
Class A,120,46,2857.5,360.49242091178894,0.38333333333333336,0.7878411910669976,0.2763145957476408,3627.0
Class A,631,107,32866.0,1573.695520043373,0.16957210776545167,0.7121020074317224,0.16676898977491944,46153.5
Class A,404,322,36489.0,1261.5331772565842,0.7970297029702971,0.7470365441703347,0.2881207073507101,48845.0
Class A,321,388,31800.5,1242.1778371334076,1.2087227414330217,0.7126881142075951,0.2589859831659019,44620.5
Class A,322,404,36595.0,1265.3910431861877,1.2546583850931676,0.7401826437839423,0.287198457720414,49440.5
Class A,324,353,32546.0,1131.7930606603622,1.0895061728395061,0.761131898971001,0.31928126132967416,42760.0
Class A,351,325,31871.0,1151.6509226560593,0.9259259259259259,0.7463672236338302,0.3019700247711677,42701.5
Class A,350,325,32085.0,1143.1656422615051,0.9285714285714286,0.7467011101026322,0.30852728756052306,42969.0
Class A,258,528,31420.5,1398.7219924926758,2.046511627906977,0.7047009217933479,0.20181811655556162,44587.0
Class A,256,523,30987.0,1402.2783410549164,2.04296875,0.6977953926182809,0.1980254203383018,44407.0
Class A,526,257,31069.5,1409.5504214763641,0.48859315589353614,0.7007025180140053,0.19650920411478773,44340.5
Class A,236,562,30426.0,1454.1950850486755,2.3813559322033897,0.7108297218685388,0.18080456024201402,42803.5
Class A,233,561,23057.0,1503.8519372940063,2.407725321888412,0.5419693016477446,0.1281157444029371,42543.0
Class A,562,235,30768.5,1459.266149878502,0.4181494661921708,0.7117724622929583,0.18157128687801116,43228.0
Class A,469,281,29797.5,1328.1778378486633,0.5991471215351812,0.6984389283454047,0.21226443495325847,42663.0
Class A,470,285,33549.0,1348.4204776287079,0.6063829787234043,0.704226534703345,0.23186690505375862,47639.5
Class A,470,286,33659.0,1340.278344154358,0.6085106382978723,0.7096189321667633,0.23546213209212963,47432.5
Class A,619,131,33472.5,1568.364566206932,0.21163166397415187,0.7246070918301079,0.1710030949454315,46194.0
Class A,621,132,33301.5,1568.5067019462585,0.21256038647342995,0.7159688255845202,0.17009866397685366,46512.5
Class A,619,132,33048.0,1584.4061967134476,0.21324717285945072,0.7066219076738866,0.1654329375287117,46769.0
Class A,129,616,33011.5,1593.3351292610168,4.775193798449612,0.720240432866431,0.16340331381498824,45834.0
Class A,12,9,65.5,32.72792184352875,0.75,0.9492753623188406,0.7684476826760356,69.0
Class A,132,618,32637.0,1559.2346234321594,4.681818181818182,0.7161084354532589,0.1686930365120936,45575.5
Class A,482,298,35003.0,1388.7047491073608,0.6182572614107884,0.681469511720271,0.22808424674938013,51364.0
Class A,484,294,32498.5,1380.9473931789398,0.6074380165289256,0.693515860906307,0.21415041041697322,46860.5
Class A,292,482,32690.5,1413.7758160829544,1.6506849315068493,0.6607879204398448,0.2055276849465412,49472.0
Class A,361,192,32748.0,1090.0285613536835,0.5318559556786704,0.7259346286423639,0.3463529495519544,45111.5
Class A,361,191,32323.5,1082.4722117185593,0.5290858725761773,0.7198757279823614,0.34665281524461106,44901.5
Class A,190,361,32554.5,1076.1290674209595,1.9,0.725788112542917,0.35325813261163974,44854.0
Class A,334,332,32576.5,1185.3494087457657,0.9940119760479041,0.7114792408325508,0.2913543531692897,45787.0
Class A,333,336,33174.5,1174.8641288280487,1.009009009009009,0.7167208581335811,0.3020222661842992,46286.5
Class A,336,334,33773.0,1187.391036748886,0.9940476190476191,0.7172620311769953,0.3010176573400398,47086.0
Class A,92,348,4312.0,860.9259674549103,3.782608695652174,0.331922099915326,0.07310666988019093,12991.0
Class A,164,620,32002.0,1601.8864254951477,3.7804878048780486,0.6927814519358785,0.15671968229851047,46193.5
Class A,620,172,32582.5,1669.928055882454,0.27741935483870966,0.6834223028599595,0.1468245726814208,47675.5
Class A,371,234,36799.0,1175.7686729431152,0.6307277628032345,0.7015613978228128,0.3345046132555811,52453.0
Class A,233,371,36350.0,1159.6265388727188,1.592274678111588,0.6969943914481569,0.3396862654303173,52152.5
Class A,230,370,34014.0,1187.7686748504639,1.608695652173913,0.6777182251090876,0.30297293674812725,50189.0
Class A,370,217,33550.0,1155.8275500535965,0.5864864864864865,0.6996069272554765,0.31558496500999117,47955.5
Class A,233,371,36441.5,1164.354460120201,1.592274678111588,0.7003468919061758,0.33778136536623277,52033.5
Class A,370,234,36657.0,1178.1118208169937,0.6324324324324324,0.7027394896765907,0.3318896861060174,52163.0
Class A,318,401,32737.5,1307.6336797475815,1.2610062893081762,0.7179906132116852,0.24059310651216445,45596.0
Class A,319,403,33363.5,1241.065140247345,1.2633228840125392,0.7133678291175779,0.2722026280663711,46769.0
Class A,319,402,33791.5,1214.2367119789124,1.2601880877742946,0.7314889978461105,0.28801202161125666,46195.5
Class A,591,150,33556.0,1477.0924890041351,0.25380710659898476,0.7479410224119293,0.19327009949057963,44864.5
Class A,590,149,33344.0,1471.2934992313385,0.25254237288135595,0.7533069007195545,0.19356593474112582,44263.5
Class A,591,149,33382.5,1483.8204092979431,0.2521150592216582,0.7423364724980265,0.19053117294535635,44969.5
Class A,272,325,29088.0,980.4549671411514,1.1948529411764706,0.8723085227613507,0.3802493001709409,33346.0
Class A,325,387,30968.0,1220.822501897812,1.1907692307692308,0.6938286264801102,0.26110667317446457,44633.5
Class A,386,326,31904.5,1226.7219952344894,0.844559585492228,0.7151471000280191,0.2664216430454784,44612.5
Class A,351,175,32124.0,1049.827548980713,0.4985754985754986,0.7216362839909695,0.3662718576225581,44515.5
Class A,352,174,32004.0,1050.170696735382,0.4943181818181818,0.7181742701344165,0.3646652113181832,44563.0
Class A,173,352,32069.5,1049.4427735805511,2.0346820809248554,0.7191680215282839,0.3659186374753217,44592.5
Class A,626,109,32429.0,1523.4945087432861,0.17412140575079874,0.7119116613979628,0.17557457844255175,45552.0
Class A,108,628,31117.5,1557.8792855739594,5.814814814814815,0.6933334818742898,0.1611190738447409,44881.0
Class A,628,138,34283.0,1777.7442889213562,0.2197452229299363,0.6239398682342664,0.13631702469656246,54946.0
Class A,246,548,31409.5,1519.0651389360428,2.227642276422764,0.6699478494566319,0.17104803627735243,46883.5
Class A,549,245,32361.5,1451.2661499977112,0.44626593806921677,0.6921283671788949,0.1930831503590741,46756.5
Class A,550,244,29582.0,1463.3666541576385,0.44363636363636366,0.6429541725078516,0.1735925519703163,46009.5
Class A,383,334,32381.5,1262.6631171703339,0.8720626631853786,0.6889387685630398,0.25523006853843305,47002.0
Class A,335,382,33127.5,1218.7219939231873,1.1402985074626866,0.6997264672024671,0.2802781415204883,47343.5
Class A,382,336,33023.5,1244.1778373718262,0.8795811518324608,0.6940626313577133,0.26808223912288887,47580.0
Class A,182,353,32420.5,1029.0163700580597,1.9395604395604396,0.7366370153255399,0.3847556490008464,44011.5
Class A,180,352,30916.0,1047.602155804634,1.9555555555555555,0.720963585695463,0.3539976636359154,42881.5
Class A,351,182,30711.5,1057.1585021018982,0.5185185185185185,0.7165455372662475,0.34532711374291847,42860.5
Class A,574,223,32396.5,1417.5849092006683,0.3885017421602787,0.7105118870076322,0.20258617027349046,45596.0
Class A,220,575,32246.0,1441.9696867465973,2.6136363636363638,0.6927919217961113,0.19488277375710966,46545.0
Class A,12,29,153.0,67.4558436870575,2.4166666666666665,0.9,0.4225344639320051,170.0
Class A,283,354,37009.0,1182.1362055540085,1.2508833922261484,0.720910073729218,0.3327991258654287,51336.5
Class A,352,255,31881.5,1145.2661496400833,0.7244318181818182,0.6920755863805585,0.3054469277811712,46066.5
Class A,256,352,31849.5,1123.6092941761017,1.375,0.6913809384259711,0.31701647821667356,46066.5
Class A,314,342,33867.0,1150.1950787305832,1.089171974522293,0.7281268476216071,0.32169445983849565,46512.5
Class A,316,343,33150.5,1144.7808681726456,1.0854430379746836,0.7316537553245492,0.31787415710398115,45309.0
Class A,340,316,29240.0,1245.7930620908737,0.9294117647058824,0.6679611650485436,0.23675295944520894,43775.0
Class A,258,342,31118.5,1126.7808678150177,1.3255813953488371,0.701641451151045,0.30799920114698637,44351.0
Class A,342,260,31788.5,1160.8641268014908,0.7602339181286549,0.6961773047315573,0.29642656258144223,45661.5
Class A,342,260,35953.5,1170.4377217292786,0.7602339181286549,0.7337598726504623,0.3298028606161238,48999.0
Class A,349,250,31046.0,1115.342269539833,0.7163323782234957,0.7066830556314304,0.31361670970827077,43932.0
Class A,249,348,33275.5,1077.0996280908585,1.3975903614457832,0.7293659926571319,0.3604314691683423,45622.5
Class A,249,350,30957.0,1116.1706956624985,1.4056224899598393,0.7041763341067285,0.3122536321237797,43962.0
Class A,391,311,31805.0,1203.5920530557632,0.7953964194373402,0.7180836052064166,0.2758967856910476,44291.5
Class A,392,312,31629.5,1235.8346890211105,0.7959183673469388,0.7095077333752061,0.26024442087275235,44579.5
Class A,311,392,33439.5,1208.5798569917679,1.2604501607717042,0.71532932594605,0.2876861376665263,46747.0
Class A,5,12,27.0,26.485281229019165,2.4,0.8852459016393442,0.48368703962275844,30.5
Class A,594,170,30176.0,1436.6904672384262,0.28619528619528617,0.7173659812195412,0.18371521053633147,42065.0
Class A,592,169,30045.0,1421.1757476329803,0.28547297297297297,0.7194770052323424,0.18693322436736268,41759.5
Class A,420,303,30945.0,1237.3077778816223,0.7214285714285714,0.7164438270533079,0.2540065203552265,43192.5
Class A,302,422,30606.5,1248.7219914197922,1.3973509933774835,0.7055033711750129,0.24665618633575556,43382.5
Class A,420,303,28256.0,1242.964633822441,0.7214285714285714,0.661593575124681,0.22982803415657668,42709.0
Class A,190,349,30698.5,1040.8153589963913,1.8368421052631578,0.7178165152631149,0.35610628169752245,42766.5
Class A,348,192,30673.5,1077.643784403801,0.5517241379310345,0.7112448262669124,0.3319118372582172,43126.5
Class A,190,349,30728.0,1037.744290113449,1.8368421052631578,0.7148872810180769,0.3585613325717467,42983.0
Class A,175,350,32559.5,1064.1290665864944,2.0,0.6974818718335958,0.3613258049947815,46681.5
Class A,177,349,34489.0,1049.8864250183105,1.9717514124293785,0.7351536854670248,0.3931930435568659,46914.0
Class A,176,351,32155.0,1086.3717066049576,1.9943181818181819,0.6886987438289123,0.3423745585151594,46689.5
Class A,351,190,30908.0,1078.0874351263046,0.5413105413105413,0.7290568352026796,0.33417410891845817,42394.5
Class A,351,190,31477.5,1083.7026598453522,0.5413105413105413,0.7398723689313542,0.3368137541100085,42544.5
Class A,351,189,30556.5,1066.815356373787,0.5384615384615384,0.7224015035994185,0.3373921352148747,42298.5
Class A,205,532,34082.5,1350.8153586387634,2.5951219512195123,0.7517590489004565,0.23471958446620447,45337.0
Class A,525,196,29571.0,1308.9158636331558,0.37333333333333335,0.7632112116245757,0.21689643448883925,38745.5
Class A,206,510,33258.0,1230.2295717000961,2.4757281553398056,0.8332310313294667,0.27614276469787535,39914.5
Class A,85,602,30836.0,1525.2934987545013,7.08235294117647,0.740742520148456,0.16655629928060953,41628.5
Class A,600,86,33456.5,1506.9675978422165,0.14333333333333334,0.7595205393931826,0.1851324468643654,44049.5
Class A,86,602,27901.5,1503.9381600618362,7.0,0.6710559543995094,0.15501633250807498,41578.5
Class A,149,577,26206.0,1311.376760482788,3.87248322147651,0.7632778481657856,0.19149420442674775,34333.5
Class A,150,586,29263.0,1767.11687374115,3.9066666666666667,0.6943903943809027,0.11776009940575069,42142.0
Class A,150,585,31929.0,1486.5483323335648,3.9,0.7388577775720832,0.18156708150216086,43214.0
Class A,575,221,35118.5,1525.1828873157501,0.3843478260869565,0.7155650189494275,0.18971513282496352,49078.0
Class A,220,575,35788.0,1489.283392906189,2.6136363636363638,0.7256138358914053,0.20276481666844554,49321.0
Class A,575,221,33616.0,1535.7686746120453,0.3843478260869565,0.6843926869986563,0.1791035892303972,49118.0
Class A,351,206,34656.0,1134.1950808763504,0.5868945868945868,0.7253319938467334,0.3385421751344088,47779.5
Class A,206,350,33299.0,1102.0529472827911,1.6990291262135921,0.7072929831455305,0.3445372117287405,47079.5
Class A,352,207,34553.5,1123.9524391889572,0.5880681818181818,0.7243237011183431,0.34372097915400673,47704.5
Class A,208,532,34600.0,1357.0579986572266,2.5576923076923075,0.7519123783031989,0.23609628012255143,46016.0
Class A,205,528,32331.0,1376.999122619629,2.575609756097561,0.7297370499943573,0.21427015043535194,44305.0
Class A,203,511,31618.0,1209.6854170560837,2.5172413793103448,0.8282817698373196,0.27151846438295646,38173.0
